,game_id,Team,year,region,PTS,REB,AST,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,OR,DR,PF,ST,TO,BS,BA,TFS
666,nNm3hckp,MAN,2022,euro,95,35,18,32,76,21,47,11,29,20,25,13,22,24,7,12,1,0,0
667,nNm3hckp,RYT,2022,euro,96,35,18,33,67,20,34,13,33,17,23,9,26,25,7,15,4,0,0
668,nTQLzhC7,HAP,2023,euro,77,28,21,28,62,22,45,6,17,15,21,8,20,21,11,8,4,0,0
669,nTQLzhC7,PAO,2023,euro,79,34,14,26,52,16,30,10,22,17,24,6,28,23,5,13,3,0,0
670,nZ3OQaGo,AEK,2023,euro,79,21,15,32,63,29,52,3,11,12,17,7,14,21,8,18,1,0,0
671,nZ3OQaGo,MUR,2023,euro,84,27,23,29,62,18,30,11,32,15,17,11,16,24,10,18,2,0,0
672,nc2SKoi4,AEK,2022,euro,80,38,17,28,65,16,34,12,31,12,20,12,26,24,6,12,1,0,0
673,nc2SKoi4,PIN,2022,euro,72,35,16,22,59,10,21,12,38,16,23,8,27,23,7,13,5,0,0
674,ncdcqrnE,PER,2023,euro,68,28,13,25,55,17,35,8,20,10,11,5,23,31,2,14,1,0,0
675,ncdcqrnE,TEN,2023,euro,89,27,17,26,58,17,31,9,27,28,32,7,20,18,7,8,3,0,0
676,neiyQRkT,DAR,2021,euro,85,24,20,31,59,23,40,8,19,15,15,8,16,21,13,15,1,0,0
677,neiyQRkT,SAN,2021,euro,66,22,14,22,45,17,23,5,22,17,19,5,17,17,5,25,0,0,0
678,ngIpmXps,TEN,2021,euro,74,19,20,26,51,12,18,14,33,8,11,2,17,19,2,13,2,0,0
679,ngIpmXps,TOF,2021,euro,73,28,18,27,56,19,39,8,17,11,13,6,22,17,8,12,0,0,0
680,ngbvs9Vu,AEK,2023,euro,108,53,19,36,85,25,50,11,35,25,30,16,37,29,4,18,5,0,0
681,ngbvs9Vu,HAP,2023,euro,112,43,19,40,90,30,51,10,39,22,32,14,29,28,11,10,7,0,0
682,nqZlhk8j,PAO,2022,euro,85,23,13,26,56,15,29,11,27,22,26,7,16,21,8,11,5,0,0
683,nqZlhk8j,UNI,2022,euro,88,31,23,30,57,19,36,11,21,17,23,11,20,24,8,11,2,0,0
684,p0SHxNHm,GAL,2021,euro,58,42,16,17,54,12,31,5,23,19,24,11,31,19,7,19,5,0,0
685,p0SHxNHm,LUD,2021,euro,60,34,10,24,66,22,44,2,22,10,15,8,26,16,10,10,0,0,0
686,p4MZBrcU,CAP,2023,bal,48,31,13,16,57,12,39,4,18,12,26,10,21,22,6,17,1,3,0
687,p4MZBrcU,PET,2023,bal,87,52,23,31,71,23,33,8,38,17,23,16,36,23,9,16,3,1,0
688,p4UZ7sL6,MAN,2023,euro,73,36,19,29,56,22,36,7,20,8,14,7,29,13,2,14,4,0,0
689,p4UZ7sL6,SZO,2023,euro,75,25,24,31,71,22,45,9,26,4,6,8,17,12,10,7,2,0,0
690,p6VVJxUq,STR,2023,euro,71,25,13,28,66,23,49,5,17,10,12,10,15,22,10,17,0,0,0
691,p6VVJxUq,TOF,2023,euro,93,34,27,30,54,17,29,13,25,20,27,9,25,18,9,17,4,0,0
692,p8tRA8fj,BC,2021,euro,87,33,21,27,57,17,37,10,20,23,31,7,26,21,0,11,5,0,0
693,p8tRA8fj,PRO,2021,euro,91,34,13,36,77,29,50,7,27,12,13,12,22,26,4,5,4,0,0
694,pCWX6CZB,CHO,2023,euro,77,36,22,29,68,22,47,7,21,12,21,12,24,24,5,10,1,0,0
695,pCWX6CZB,TOF,2023,euro,74,39,13,22,63,17,39,5,24,25,29,13,26,19,7,9,1,0,0
696,pIk41TOA,STR,2021,euro,85,28,23,32,65,25,45,7,20,14,21,10,18,11,12,13,4,0,0
697,pIk41TOA,SZO,2021,euro,63,29,8,26,52,20,33,6,19,5,5,5,24,20,7,25,4,0,0
698,pS6f9cZl,DOU,2021,bal,62,28,17,23,68,17,48,6,20,10,16,9,19,24,14,16,2,3,0
699,pS6f9cZl,ZAM,2021,bal,86,36,28,33,59,26,40,7,19,13,25,7,29,21,12,22,3,2,0
700,pSjK4T1a,PER,2022,euro,60,27,15,21,55,14,30,7,25,11,17,11,16,19,5,14,2,0,0
701,pSjK4T1a,TEN,2022,euro,86,33,21,30,60,19,35,11,25,15,20,12,21,16,6,10,1,0,0
702,pSpPgIZ1,FER,2021,bal,55,28,7,21,73,16,49,5,24,8,11,9,19,23,9,15,1,7,0
703,pSpPgIZ1,ZAM,2021,bal,71,49,16,25,59,17,38,8,21,13,21,12,37,19,6,28,7,1,0
704,pbLdHpkt,LIM,2022,euro,67,30,12,25,60,16,36,9,24,8,11,9,21,16,4,14,3,0,0
705,pbLdHpkt,UNI,2022,euro,84,29,23,29,59,17,31,12,28,14,18,4,25,17,11,9,1,0,0
706,pnLQHRkL,DIJ,2022,euro,89,27,23,35,65,31,45,4,20,15,18,9,18,21,11,11,0,0,0
707,pnLQHRkL,PER,2022,euro,82,23,22,26,49,15,26,11,23,19,24,5,18,20,3,17,2,0,0
708,pvoqZJJ5,RIG,2023,euro,77,35,21,25,57,15,31,10,26,17,25,11,24,20,7,12,0,0,0
709,pvoqZJJ5,TEN,2023,euro,72,29,16,23,54,13,26,10,28,16,21,6,23,24,6,14,1,0,0
710,r3EBgQFr,BON,2023,euro,89,35,23,30,71,24,44,6,27,23,29,9,26,24,9,7,2,0,0
711,r3EBgQFr,GAL,2023,euro,76,36,16,25,61,17,36,8,25,18,31,8,28,22,5,13,3,0,0
712,rHZhr95c,LAV,2021,euro,78,28,21,30,69,20,41,10,28,8,13,7,21,21,6,7,2,0,0
713,rHZhr95c,TRE,2021,euro,90,39,17,32,64,22,38,10,26,16,20,9,30,15,2,11,4,0,0
714,rHsPKGp0,CAP,2022,bal,92,40,18,31,75,19,41,12,34,18,24,10,30,15,10,14,6,0,0
715,rHsPKGp0,ESP,2022,bal,96,56,30,36,101,26,61,10,40,14,23,24,32,19,7,13,5,0,0
716,rR6ZhEua,MUR,2022,euro,65,31,14,24,66,14,45,10,21,7,12,14,17,26,9,17,0,0,0
717,rR6ZhEua,TEN,2022,euro,85,30,11,30,56,16,28,14,28,11,14,7,23,18,6,18,2,0,0
718,rcV6m8EC,ABI,2023,bal,76,40,18,26,65,16,32,10,33,14,18,8,32,19,11,21,5,1,0
719,rcV6m8EC,DOU,2023,bal,70,44,12,25,71,18,44,7,27,13,24,14,30,20,12,18,1,5,0
720,rcmHps9R,ALA,2023,bal,78,37,17,26,59,22,38,4,21,22,35,7,30,27,5,16,4,3,0
721,rcmHps9R,STA,2023,bal,73,39,19,21,66,16,41,5,25,26,37,13,26,28,5,16,3,4,0
722,reGPXO4j,MAN,2021,euro,68,33,22,27,65,18,35,9,30,5,7,11,22,14,7,19,6,0,0
723,reGPXO4j,TOF,2021,euro,74,28,20,31,68,25,48,6,20,6,6,11,17,12,11,15,8,0,0
724,rgaxUKND,CAP,2022,bal,83,32,16,27,65,22,46,5,19,24,34,6,26,20,12,13,0,6,0
725,rgaxUKND,COB,2022,bal,79,41,25,30,69,25,42,5,27,14,27,13,28,24,7,16,6,0,0
726,riAfU181,CLU,2021,euro,73,32,13,25,49,16,29,9,20,14,26,8,24,26,9,25,1,0,0
727,riAfU181,LUD,2021,euro,79,25,15,24,60,16,33,8,27,23,32,8,17,24,11,11,3,0,0
728,runL8oLq,AEK,2022,euro,51,27,9,14,50,9,21,5,29,18,25,7,20,26,6,16,1,0,0
729,runL8oLq,HAP,2022,euro,91,26,19,31,54,20,37,11,17,18,28,2,24,25,10,9,3,0,0
730,t0HORg4l,IGO,2022,euro,73,38,20,28,70,22,47,6,23,11,18,6,32,17,9,9,2,0,0
731,t0HORg4l,NYM,2022,euro,69,47,20,23,68,16,37,7,31,16,24,14,33,16,5,15,2,0,0
732,t0we2YyP,PIN,2021,euro,69,28,16,26,61,16,35,10,26,7,10,4,24,26,2,8,4,0,0
733,t0we2YyP,TEN,2021,euro,76,38,21,28,64,23,40,5,24,15,19,8,30,16,4,7,1,0,0
734,t20SJz06,FAP,2022,bal,63,42,12,26,78,22,55,4,23,7,14,15,27,14,9,13,3,3,0
735,t20SJz06,ZAM,2022,bal,77,45,17,27,70,19,39,8,31,15,15,10,35,15,7,16,3,3,0
736,t45IaQO3,DAR,2023,euro,63,40,4,24,64,23,45,1,19,14,19,12,28,9,4,17,2,0,0
737,t45IaQO3,LUD,2023,euro,82,43,18,35,83,27,50,8,33,4,5,18,25,22,5,8,6,0,0
738,t4kYaN7D,LAV,2021,euro,70,27,13,27,57,21,39,6,18,10,16,8,19,16,6,10,2,0,0
739,t4kYaN7D,UNI,2021,euro,58,35,12,25,62,20,36,5,26,3,4,13,22,18,5,16,3,0,0
740,t620srCP,DIJ,2023,euro,77,20,21,27,56,16,30,11,26,12,21,4,16,26,7,10,3,0,0
741,t620srCP,RYT,2023,euro,79,42,19,28,64,19,31,9,33,14,21,16,26,20,6,15,3,0,0
742,tCPIFQc5,CIT,2023,bal,71,32,13,23,68,15,37,8,31,17,22,7,25,22,6,7,2,5,0
743,tCPIFQc5,PET,2023,bal,89,52,19,28,69,17,32,11,37,22,24,13,39,19,6,12,5,2,0
744,tEvUo8ja,HAP,2022,euro,91,30,26,30,56,17,29,13,27,18,26,12,18,18,8,18,1,0,0
745,tEvUo8ja,IGO,2022,euro,80,27,21,28,58,23,34,5,24,19,23,10,17,21,12,16,1,0,0
746,tGiC1zA4,BRE,2023,euro,76,34,12,27,63,17,35,10,28,12,14,8,26,19,5,10,0,0,0
747,tGiC1zA4,PIN,2023,euro,86,36,20,28,62,13,31,15,31,15,19,8,28,18,5,10,5,0,0
748,tKwdF270,RIG,2021,euro,59,35,16,23,56,15,26,8,30,5,12,9,26,15,3,17,8,0,0
749,tKwdF270,SZO,2021,euro,68,36,22,25,71,18,51,7,20,11,11,13,23,18,9,10,4,0,0
750,tOmyXVQi,ALA,2023,bal,80,49,18,26,65,17,33,9,32,19,26,16,33,26,5,20,4,0,0
751,tOmyXVQi,DOU,2023,bal,65,43,12,21,76,19,45,2,31,21,33,18,25,25,13,12,1,0,0
752,tQE5FOJh,AEK,2022,euro,69,34,20,25,60,16,35,9,25,10,12,6,28,21,9,17,1,0,0
753,tQE5FOJh,LIM,2022,euro,63,25,20,21,54,12,27,9,27,12,20,3,22,19,9,13,4,0,0
754,tSDtV5ch,PET,2023,bal,95,40,22,34,68,23,44,11,24,16,22,14,26,19,7,18,4,2,0
755,tSDtV5ch,SLA,2023,bal,78,29,20,31,66,28,50,3,16,13,18,6,23,20,14,14,2,4,0
756,tbW5Ls52,GAL,2021,euro,74,28,16,27,62,15,30,12,32,8,9,8,20,16,16,16,1,0,0
757,tbW5Ls52,HAP,2021,euro,71,31,23,28,58,20,32,8,26,7,13,7,24,15,8,18,1,0,0
758,tfWfkxrR,CHO,2023,euro,63,37,16,20,63,13,35,7,28,16,23,11,26,20,8,15,1,0,0
759,tfWfkxrR,RIG,2023,euro,67,29,19,24,55,16,31,8,24,11,16,6,23,17,8,14,6,0,0
760,tffH4aGE,TEN,2021,euro,78,24,22,24,50,13,24,11,26,19,26,7,17,15,7,13,1,0,0
761,tffH4aGE,TOF,2021,euro,77,31,11,31,65,26,47,5,18,10,12,13,18,22,6,15,0,0,0
762,thcX3Tbg,DOU,2023,bal,55,50,15,19,80,15,52,4,28,13,19,22,28,13,7,14,2,4,0
763,thcX3Tbg,REG,2023,bal,69,42,20,26,66,15,33,11,33,6,9,8,34,15,7,14,4,2,0
764,tjEuVDj1,HAP,2021,euro,68,32,12,25,59,19,37,6,22,12,14,11,21,21,2,20,0,0,0
765,tjEuVDj1,LUD,2021,euro,88,20,19,31,60,17,36,14,24,12,19,7,13,18,11,7,2,0,0
766,tl5rZZms,GAL,2022,euro,76,33,14,29,66,20,40,9,26,9,14,6,27,19,5,10,1,0,0
767,tl5rZZms,UNI,2022,euro,81,36,15,27,67,16,33,11,34,16,16,8,28,19,4,10,4,0,0
768,tn4jZvy3,BC,2023,euro,88,29,15,30,66,21,37,9,29,19,24,13,16,17,8,6,1,0,0
769,tn4jZvy3,OLD,2023,euro,83,29,21,31,64,20,34,11,30,10,10,8,21,23,4,16,0,0,0
770,tvOqAUxn,STR,2022,euro,71,25,23,25,54,17,35,8,19,13,17,6,19,24,7,19,4,0,0
771,tvOqAUxn,SZO,2022,euro,89,39,15,32,67,24,49,8,18,17,27,19,20,14,11,9,1,0,0
772,tzYXhW2m,BAN,2022,euro,72,29,13,26,56,19,34,7,22,13,24,9,20,16,7,16,1,0,0
773,tzYXhW2m,DIJ,2022,euro,85,22,16,30,58,21,34,9,24,16,19,4,18,22,10,11,1,0,0
774,v16ImJYb,AEK,2023,euro,86,34,18,28,65,22,41,6,24,24,30,8,26,19,8,10,4,0,0
775,v16ImJYb,SZC,2023,euro,64,38,15,26,69,21,48,5,21,7,14,14,24,27,7,18,2,0,0
776,v1OHIbZO,OPA,2023,euro,97,41,20,27,67,17,35,10,32,33,39,11,30,22,6,11,2,0,0
777,v1OHIbZO,PRO,2023,euro,100,33,28,37,77,23,39,14,38,12,22,10,23,26,7,7,3,0,0
778,v1pmYwZB,DAR,2023,euro,87,28,19,28,58,16,28,12,30,19,25,6,22,18,7,10,2,0,0
779,v1pmYwZB,RIG,2023,euro,81,45,20,32,72,22,40,10,32,7,15,18,27,23,6,13,3,0,0
780,vDSQpXeN,BON,2022,euro,76,26,18,28,69,18,36,10,33,10,19,10,16,16,10,10,1,0,0
781,vDSQpXeN,STR,2022,euro,77,35,12,32,58,26,41,6,17,7,8,6,29,21,4,19,2,0,0
782,vLYeLSJD,CAP,2022,bal,70,27,21,23,54,17,32,6,22,18,24,3,24,23,12,17,5,0,0
783,vLYeLSJD,FAP,2022,bal,70,37,12,24,67,19,47,5,20,17,25,16,21,21,12,21,2,0,0
784,vNDTmVze,CLU,2021,euro,70,33,18,22,59,13,33,9,26,17,21,7,26,16,6,15,2,0,0
785,vNDTmVze,UNI,2021,euro,79,43,22,32,66,22,48,10,25,12,15,13,30,23,11,8,3,0,0
786,vTUYvxIn,BRI,2021,euro,94,23,24,37,66,22,39,15,27,5,6,5,18,29,4,11,2,0,0
787,vTUYvxIn,CLU,2021,euro,104,33,23,33,61,19,29,14,32,24,33,11,22,15,6,11,0,0,0
788,vVmTRmLG,BES,2021,euro,70,34,15,27,61,19,40,8,21,8,13,12,22,16,5,15,6,0,0
789,vVmTRmLG,HAP,2021,euro,72,27,18,28,62,22,39,6,23,10,13,8,19,16,8,10,6,0,0
790,vXvFKeT2,FER,2022,bal,71,29,15,27,63,18,42,9,21,8,9,6,23,17,5,10,2,6,0
791,vXvFKeT2,USM,2022,bal,77,35,15,30,64,27,45,3,19,14,19,9,26,14,3,14,6,2,0
792,vZDvHU3e,BAK,2022,euro,86,45,18,30,71,25,53,5,18,21,30,8,37,18,8,19,4,0,0
793,vZDvHU3e,LUD,2022,euro,94,50,21,36,94,27,56,9,38,13,15,20,30,20,10,15,1,0,0
794,vZNoYg3m,GAL,2022,euro,72,33,14,24,60,13,31,11,29,13,16,7,26,16,2,9,3,0,0
795,vZNoYg3m,UNI,2022,euro,67,44,18,27,72,20,41,7,31,6,9,15,29,19,7,12,4,0,0
796,veLOq7L6,DAR,2023,euro,73,30,15,25,55,19,34,6,21,17,23,6,24,15,5,13,6,0,0
797,veLOq7L6,LUD,2023,euro,99,36,23,36,76,18,38,18,38,9,10,12,24,20,8,9,5,0,0
798,veN1Bijk,DUC,2022,bal,92,45,21,31,69,25,43,6,26,24,36,14,31,27,9,16,3,1,0
799,veN1Bijk,REG,2022,bal,86,33,16,29,67,21,37,8,30,20,30,5,28,26,4,15,1,3,0
800,vg0rihAB,BIL,2022,euro,72,26,16,22,59,15,38,7,21,21,26,8,18,18,8,17,2,0,0
801,vg0rihAB,MUR,2022,euro,90,30,16,33,60,23,36,10,24,14,15,6,24,24,12,15,5,0,0
802,vkfAERi8,MUR,2023,euro,80,23,15,30,52,23,31,7,21,13,16,6,17,21,10,11,2,0,0
803,vkfAERi8,PRO,2023,euro,81,25,9,26,57,17,33,9,24,20,26,8,17,20,8,16,2,0,0
804,vkrYwsAG,PAO,2022,euro,63,31,11,24,63,13,33,11,30,4,9,14,17,22,7,16,1,0,0
805,vkrYwsAG,RYT,2022,euro,82,35,13,28,60,18,35,10,25,16,22,12,23,19,7,14,2,0,0
806,vya5uDN9,ABI,2023,bal,70,26,18,24,60,18,35,6,25,16,23,12,14,16,6,9,1,0,0
807,vya5uDN9,PET,2023,bal,88,41,20,33,68,24,44,9,24,13,18,14,27,20,4,15,6,0,0
808,vycXuBJc,MAN,2021,euro,106,40,21,35,72,20,37,15,35,21,22,14,26,23,8,13,3,0,0
809,vycXuBJc,TRE,2021,euro,85,34,18,33,76,24,52,9,24,10,14,13,21,21,7,20,0,0,0
810,vysko173,MAN,2022,euro,85,28,14,29,59,19,34,10,25,17,21,6,22,18,7,9,0,0,0
811,vysko173,TEN,2022,euro,83,26,20,30,57,21,31,9,26,14,16,5,21,20,5,14,1,0,0
812,x0zEWrjG,BC,2022,euro,95,41,19,30,69,20,41,10,28,25,29,11,30,21,6,12,4,0,0
813,x0zEWrjG,HAP,2022,euro,86,30,21,31,67,22,37,9,30,15,19,5,25,23,7,12,6,0,0
814,x6kr1MZs,RIG,2021,euro,74,34,14,26,60,16,31,10,29,12,15,7,27,20,6,13,3,0,0
815,x6kr1MZs,TRE,2021,euro,71,32,17,23,57,14,32,9,25,16,18,5,27,19,9,14,3,0,0
816,xIJtFL2U,BAN,2021,euro,56,22,16,17,53,14,35,3,18,19,28,4,18,17,7,16,4,0,0
817,xIJtFL2U,PRO,2021,euro,89,44,15,35,66,24,45,11,21,8,12,12,32,22,7,16,1,0,0
818,xOU1Lexm,HAP,2021,euro,79,40,16,29,63,20,37,9,26,12,18,6,34,22,2,21,1,0,0
819,xOU1Lexm,PRO,2021,euro,82,35,18,28,78,18,39,10,39,16,20,11,24,21,9,8,7,0,0
820,xWroCEYD,TOF,2023,euro,85,40,16,30,62,26,45,4,17,21,28,5,35,24,2,15,4,0,0
821,xWroCEYD,TOR,2023,euro,91,30,25,32,79,23,51,9,28,18,23,9,21,21,7,4,3,0,0
822,xlEJ0Ls4,BON,2022,euro,86,39,23,34,68,25,46,9,22,9,13,14,25,20,5,17,1,0,0
823,xlEJ0Ls4,RYT,2022,euro,79,25,17,29,62,19,34,10,28,11,19,8,17,22,5,12,5,0,0
824,xvRR93jf,MAN,2023,euro,86,32,17,30,54,20,34,10,20,16,19,9,23,20,4,13,1,0,0
825,xvRR93jf,PER,2023,euro,78,25,17,27,62,19,30,8,32,16,22,10,15,23,5,11,6,0,0
826,z1aD4ogr,DIJ,2021,euro,73,35,16,30,68,22,37,8,31,5,10,13,22,15,13,10,5,0,0
827,z1aD4ogr,LAV,2021,euro,49,29,10,19,49,16,32,3,17,8,11,4,25,12,4,20,2,0,0
828,z7OL5CBs,IGO,2023,euro,74,33,18,27,63,20,44,7,19,13,17,12,21,26,4,13,2,0,0
829,z7OL5CBs,TOR,2023,euro,77,35,16,28,64,21,42,7,22,14,20,13,22,21,8,12,4,0,0
830,z7SFwGuQ,BON,2022,euro,85,32,23,26,66,17,44,9,22,24,28,12,20,24,6,12,2,0,0
831,z7SFwGuQ,MAN,2022,euro,75,33,15,30,62,26,45,4,17,11,15,11,22,25,2,16,6,0,0
832,z7pcdiIB,BAN,2023,euro,93,32,29,28,52,14,27,14,25,23,29,6,26,18,7,19,3,0,0
833,z7pcdiIB,CHO,2023,euro,72,25,20,27,66,17,34,10,32,8,16,9,16,21,12,15,2,0,0
834,zD3qbFAl,DIJ,2021,euro,75,27,17,27,62,17,36,10,26,11,16,8,19,20,6,9,3,0,0
835,zD3qbFAl,GAL,2021,euro,72,35,15,25,59,19,44,6,15,16,22,13,22,19,5,12,2,0,0
836,zHmJC5MK,MUR,2023,euro,78,21,22,27,58,18,30,9,28,15,18,6,15,19,7,13,5,0,0
837,zHmJC5MK,PRO,2023,euro,79,29,15,30,60,22,41,8,19,11,13,10,19,18,9,15,0,0,0
838,zL71AHd1,HAP,2021,euro,71,34,20,24,48,12,23,12,25,11,17,2,32,17,2,15,3,0,0
839,zL71AHd1,LUD,2021,euro,68,33,14,24,71,13,40,11,31,9,16,11,22,18,8,4,1,0,0
840,ziIhBB6J,STA,2023,bal,68,33,15,27,79,22,48,5,31,9,17,13,20,18,7,15,0,4,0
841,ziIhBB6J,USM,2023,bal,78,40,14,27,57,21,34,6,23,18,23,6,34,19,9,20,4,0,0
842,zk7xn957,RYT,2021,euro,81,23,20,27,62,15,32,12,30,15,22,6,17,25,7,12,2,0,0
843,zk7xn957,SZO,2021,euro,86,31,19,31,59,26,44,5,15,19,25,6,25,22,7,10,4,0,0
